map1	warpid	map2	x	y
57507	1	57506	110	1650
57508	1	57506	2090	3130
57509	1	57510	110	330
57509	2	57506	4050	1650
57510	1	57000	1150	2270
57510	2	57511	130	930
57510	3	57509	670	330
57511	1	57510	2370	330
57512	1	57514	130	1010
57512	2	57501	4030	370
57513	1	57501	4030	990
57514	1	57515	130	290
57514	3	57516	390	190
57514	4	57512	670	330
57515	1	57514	4030	350
57516	1	57514	1250	3730
57517	1	57518	410	1150
57517	2	57514	3210	2290
57518	1	57000	1850	1350
57518	2	57517	390	150
57518	4	57531	190	310
57521	1	57526	370	170
57521	2	57524	390	150
57521	3	57522	630	330
57521	4	57000	2230	690
57522	1	57521	970	1610
57522	2	57523	430	170
57523	1	57522	370	430
57524	1	57521	2930	3050
57524	2	57525	1510	330
57525	1	57524	150	330
57526	1	57527	430	170
57526	2	57528	150	1670
57526	3	57521	3750	2410
57527	1	57526	370	450
57528	1	57526	630	330
57531	1	57518	2290	390
57531	2	57532	190	290
57532	1	57531	690	310
57532	2	57533	430	150
57533	1	57532	2890	3070
57533	2	57534	450	150
57534	1	57533	390	490
57534	2	57535	190	310
57535	1	57534	2330	2210
57541	1	57821	190	170
57541	2	57542	3150	990
57542	1	57541	170	1630
57542	2	57543	2350	350
57543	1	57542	150	1650
57801	1	57000	1290	2690
57821	1	57541	2310	1630
57821	2	57000	1650	790
59000	1	59401	410	770
59000	2	59001	710	810
59000	3	59821	170	2430
59000	4	59431	170	2430
59000	5	59831	170	1130
59000	6	59441	1370	1810
59000	7	59811	3090	270
59000	8	59801	2190	310
59000	9	59411	110	790
59000	10	59421	170	1770
59000	11	59451	870	1110
59000	12	59011	370	610
59000	13	59842	1510	1170
59000	14	59471	170	570
59000	15	59461	770	530
59001	1	59131	590	510
59001	2	59101	590	490
59001	3	59000	550	1610
59011	1	59102	350	490
59011	2	59000	2430	530
59101	1	59001	270	630
59102	1	59011	690	310
59131	1	59001	470	410
59401	1	59000	1250	1990
59411	1	59000	1850	330
59421	1	59422	230	990
59421	2	59000	2370	330
59422	1	59421	2350	130
59431	1	59432	150	530
59431	2	59433	130	210
59431	3	59000	2230	1590
59432	1	59431	2450	150
59433	1	59431	2330	2410
59433	2	59434	170	210
59434	1	59433	1170	470
59441	1	59301	750	530
59441	2	59000	1410	1030
59451	1	59452	90	350
59451	2	59000	770	850
59452	1	59451	590	90
59452	2	59453	530	410
59453	1	59452	250	270
59453	2	59454	550	270
59461	1	59000	1390	1630
59471	1	59000	850	890
59471	2	59472	110	450
59472	1	59471	970	270
59472	2	59473	610	550
59473	1	59472	990	230
59801	1	59802	1490	150
59801	2	59000	1330	250
59802	1	59801	150	1790
59811	1	59812	1510	150
59811	2	59000	1010	970
59812	1	59811	150	1150
59821	1	59822	150	1770
59821	2	59000	1750	1770
59822	1	59821	2330	150
59831	1	59832	150	1790
59831	2	59000	1930	950
59832	1	59831	4010	150
59842	1	59000	1350	430
60000	1	60012	110	870
60000	2	60431	330	550
60000	3	60821	3190	1170
60000	4	60823	150	1810
60000	5	60831	4050	1210
60000	6	60521	390	2470
60000	9	60451	1170	490
60000	10	60031	1170	570
60000	11	60811	1530	1850
60000	12	60441	1170	750
60001	1	60401	550	450
60001	2	60411	1150	470
60001	3	60501	390	1790
60001	4	60801	3010	1170
60011	1	60421	210	90
60011	2	60013	1470	490
60012	2	60000	1870	610
60013	1	60012	730	450
60014	1	60012	730	450
60021	1	60102	630	490
60021	2	60101	610	510
60021	3	60822	1530	2450
60021	4	60821	130	1170
60031	1	60032	750	530
60031	2	60000	1110	2050
60032	1	60031	110	270
60032	2	60841	1510	1190
60041	1	60841	1510	110
60041	2	60105	590	470
60041	3	60103	310	470
60041	4	60104	290	490
60101	1	60021	450	550
60102	1	60021	1090	830
60103	1	60041	1070	270
60104	1	60041	670	130
60301	1	60509	2090	90
60302	1	60524	410	90
60303	1	60533	430	90
60304	1	60533	2090	110
60401	1	25712	390	470
60401	2	60001	990	850
60411	1	60001	370	830
60411	2	60807	2350	290
60421	2	60011	710	510
60421	1	60802	250	170
60431	1	60000	1430	610
60451	1	60452	470	570
60451	2	60000	1550	1710
60452	1	60451	110	530
60461	1	60462	50	810
60461	2	60822	1530	130
60462	1	60461	1190	270
60471	1	60523	3230	930
60481	1	60811	210	210
60501	1	60001	1190	130
60501	2	60502	1230	1810
60502	1	60501	430	90
60502	2	60503	2050	1790
60503	1	60502	1250	90
60503	2	60504	150	270
60503	3	60510	2330	910
60503	4	60511	2330	910
60504	1	60503	3210	930
60504	2	60505	1270	110
60505	1	60504	1210	1170
60506	2	60508	430	110
60508	1	60509	110	270
60509	1	60301	890	850
60509	2	60508	1530	910
60511	2	60510	2330	910
60511	3	60512	1530	270
60511	4	60511	2330	910
60521	1	60000	1350	1150
60521	2	60525	370	550
60521	3	60522	90	270
60522	1	60521	2410	930
60522	2	60523	90	930
60523	1	60522	750	270
60523	2	60471	110	870
60524	1	60471	1170	450
60524	2	60302	390	870
60525	1	60521	430	90
60525	2	60526	2870	1190
60526	1	60525	430	90
60531	1	60841	230	150
60531	2	60532	730	270
60532	1	60531	90	910
60532	2	60533	2370	1550
60533	1	60532	90	270
60533	3	60303	890	870
60801	1	60001	190	210
60801	2	60803	1330	1790
60802	1	60801	250	170
60802	2	60805	1330	1790
60803	1	60801	250	170
60803	2	60806	1330	1790
60804	1	60801	250	170
60804	2	60805	1330	1790
60806	2	60421	750	490
60807	1	60411	130	510
60807	2	60808	270	230
60807	3	60809	1510	290
60807	4	60810	2190	1170
60808	1	60807	2190	1810
60809	1	60807	230	1790
60810	1	60807	270	230
60811	1	60000	690	1170
60811	2	60481	1270	1470
60821	1	60000	1750	690
60821	2	60021	1190	110
60822	1	60021	130	210
60822	2	60823	2370	110
60822	3	60461	90	590
60823	1	60822	130	2470
60823	2	60000	1430	870
60831	1	60000	1250	510
60841	1	60032	430	330
60841	2	60041	210	1010
60841	3	60531	2370	1550
61000	1	61841	230	150
61000	2	61441	1150	850
61000	3	61431	390	170
61000	4	61514	110	1590
61000	5	61421	550	850
61000	6	61541	2390	970
61000	7	61521	390	1810
61000	8	61851	130	590
61000	9	61011	1090	850
61000	10	61511	2070	2450
61000	11	61411	130	1210
61000	12	61821	950	450
61000	13	61831	290	270
61000	14	61001	110	850
61000	15	61401	950	1110
61000	16	61801	810	1050
61000	17	61811	3830	1130
61000	18	26000	950	3630
61000	19	61861	1510	1870
61001	1	61002	310	870
61001	2	61000	2390	1550
61002	1	61001	690	430
61002	2	61172	590	470
61002	3	61131	590	470
61002	4	61171	450	390
61002	5	61101	330	470
61002	6	61132	370	410
61011	1	61012	1090	850
61011	2	61000	1090	710
61012	1	61011	590	430
61012	2	61134	290	490
61012	3	61133	430	410
61012	4	61174	290	490
61012	5	61103	530	410
61012	6	61173	450	390
61012	7	61102	570	470
61012	8	61135	450	390
61021	1	61401	570	70
61021	2	61136	490	410
61021	3	61176	350	390
61021	4	61104	310	410
61021	5	61175	470	410
61031	1	61861	230	230
61031	2	61105	270	490
61031	3	61177	230	530
61031	4	61137	610	530
61101	1	61002	1010	210
61102	1	61012	250	310
61103	1	61012	550	150
61104	1	61021	710	250
61105	1	61031	1030	350
61131	1	61002	750	410
61132	1	61002	1190	290
61133	1	61012	830	490
61134	1	61012	1030	710
61135	1	61012	150	850
61136	1	61021	770	930
61137	1	61031	250	450
61171	1	61002	910	270
61172	1	61002	330	750
61173	1	61012	430	230
61174	1	61012	970	270
61175	1	61021	530	330
61176	1	61021	1110	390
61177	1	61031	650	230
61301	1	61501	2390	330
61401	1	61000	2790	1130
61401	2	61021	990	850
61411	2	61000	1570	850
61421	1	61000	1630	370
61431	1	61000	1090	910
61441	1	61000	350	2250
61501	1	61803	170	150
61501	2	61301	110	530
61511	1	61000	1350	910
61511	2	61512	730	270
61512	1	61511	110	270
61512	2	61513	1250	90
61512	3	61514	4070	950
61513	1	61512	390	530
61514	1	61512	90	270
61514	2	61515	430	530
61514	3	61000	1150	830
61515	1	61514	2090	110
61515	2	61516	3230	930
61516	1	61515	90	270
61521	1	61522	390	530
61521	2	61000	2150	410
61522	1	61521	2090	90
61522	2	61523	110	270
61522	3	61526	1210	1810
61523	1	61522	730	270
61523	2	61524	350	90
61524	1	61523	1210	1810
61524	2	61525	110	270
61525	1	61524	730	270
61526	1	61522	390	90
61526	2	61527	90	270
61527	1	61526	2390	270
61527	2	61528	390	1810
61528	1	61527	430	90
61541	1	61542	390	450
61541	2	61546	650	310
61541	3	61000	2670	670
61542	1	61543	2350	990
61542	2	61541	1250	130
61543	1	61542	130	310
61543	2	61544	630	330
61544	1	61543	110	990
61544	2	61545	3190	990
61545	1	61544	110	310
61546	1	61541	130	990
61546	2	61547	2370	310
61547	1	61546	130	310
61547	2	61548	650	310
61548	1	61547	110	330
61548	2	61549	430	130
61549	1	61548	370	450
61801	1	61000	3030	250
61801	2	61802	1150	770
61802	1	61801	330	290
61802	2	61803	2190	1810
61803	1	61802	330	150
61803	2	61501	1550	1630
61811	1	61812	1330	1770
61811	2	61000	2850	350
61812	1	61811	210	190
61821	1	61822	1410	1830
61821	2	61000	1990	1410
61822	1	61821	130	230
61831	1	61832	170	230
61831	2	61000	2150	1010
61832	1	61831	2990	1090
61841	1	61842	190	1790
61841	2	61000	550	630
61842	1	61841	3170	210
61851	1	61852	190	1790
61851	2	61000	530	1090
61852	1	61851	950	270
61861	1	61000	1150	390
61861	2	61031	1130	550
14441	1	22000	1570	1070
21401	2	21000	1370	1370
25491	1	25000	470	1590
26881	1	26000	750	2830
13402	1	13401	710	530
13402	2	13403	1530	510
13403	1	13402	110	370
13403	2	13404	3030	430
25819	3	25000	2470	570
25819	6	25820	170	1830
25820	3	25819	3170	290
25820	5	25000	2410	690
10991	1	12003	650	610
13172	1	13012	750	310
13173	1	13013	690	510
14834	1	14833	1970	390
14837	1	14831	250	190
15103	1	15003	210	430
15135	1	15003	470	390
15306	1	15031	750	350
15445	1	15442	230	230
15457	1	15460	690	530
15457	4	15452	210	2490
15460	1	15457	730	2750
15711	1	15000	1810	1030
15824	1	15823	250	1150
15832	1	15831	210	210
15848	1	15843	1270	2410
15853	1	15851	2290	330
15881	1	15000	1850	1090
18113	1	18003	790	490
18114	1	18003	610	470
18187	1	18003	410	410
18304	1	18003	450	150
18305	1	18003	90	310
18424	1	18423	230	210
18442	2	18444	2130	1150
18455	1	18453	250	2430
18804	1	18801	3090	350
18805	1	18807	2130	2390
18812	1	18811	2110	3090
18819	1	18818	1310	1130
18823	1	18821	210	230
18824	1	18821	3050	1810
18828	1	18826	2110	150
18837	1	18807	230	210
18838	1	18807	2290	330
18844	1	18841	2930	230
18864	1	18861	2290	1790
18892	1	18891	270	190
20802	1	20801	230	210
20843	1	20841	3750	1150
20854	1	20851	230	210
20862	1	20861	3090	350
21016	1	21884	1370	1170
21107	1	21015	230	690
21108	1	21015	970	270
21135	1	21015	650	310
21136	1	21015	1130	390
21138	1	21015	1310	730
21176	1	21015	1310	530
21703	1	21702	1110	450
21763	1	21000	1550	1330
21763	2	21731	1470	710
21804	1	21801	1250	3690
21809	1	21806	2110	1810
21817	1	21816	210	1170
21820	1	21821	1510	270
21820	2	21825	310	550
21825	1	21820	2850	410
21834	1	21832	230	210
21876	1	21871	1530	1870
21877	1	21876	3710	410
21885	1	21884	250	1150
21892	1	21891	2310	290
24822	1	24821	230	1170
25832	1	25813	210	1810
25832	2	25833	1150	890
25833	1	25832	230	70
28000	1	28501	2370	370
28000	3	24443	670	750
28501	1	28000	870	2570
28501	2	28502	650	330
28502	1	28501	130	1010
28502	2	28507	2390	350
28507	1	29000	4710	2610
28507	2	28502	90	310
29000	1	28507	1250	1810
29000	12	29851	170	1210
29000	13	29511	2910	1190
29011	1	29851	2390	90
29511	1	29000	2770	2770
29511	2	29512	2350	990
29512	1	29511	130	350
29512	2	29513	1250	170
29513	1	29512	1250	1750
29851	1	29000	2430	2370
29851	2	29011	110	770
49916	2	12000	1030	1070
54829	1	54830	1490	150
54830	1	54829	130	1790
54830	2	12421	390	510
54831	1	54830	1130	430
56508	1	56506	390	250
57106	1	57811	370	510
57502	1	57501	1250	3090
57811	1	57000	1830	1650
57811	2	57106	250	510
59301	1	59441	50	270
59454	1	59453	430	450
